,transaction_id,user_id,transaction_type,amount,location,device_type,network_provider,user_type,time_of_day,is_foreign_number,is_sim_recently_swapped,has_multiple_accounts,datetime
5526,TX105526,user_7665,Send Money,8637.9,Machakos,Android,Safaricom,individual,afternoon,0,0,0,2024-06-13 08:27:45
5527,TX105527,user_2936,Deposit Cash,2175.55,Meru,Feature Phone,Airtel,individual,evening,0,0,0,2024-06-03 13:56:29
5528,TX105528,user_1882,Lipa na M-Pesa,3645.2,Thika,Feature Phone,Telkom Kenya,individual,morning,0,0,0,2024-06-05 16:25:30
5529,TX105529,user_4840,Lipa na M-Pesa,1074.78,Meru,Feature Phone,Airtel,individual,night,0,0,0,2024-06-27 03:32:50
5530,TX105530,user_7923,Send Money,593.67,Mombasa,Android,Telkom Kenya,individual,morning,0,0,0,2024-06-06 17:25:25
5531,TX105531,user_5611,Lipa na M-Pesa,7126.18,Nyeri,Android,Safaricom,individual,afternoon,0,0,0,2024-06-27 07:37:24
5532,TX105532,user_6204,Deposit Cash,405.93,Machakos,iOS,Telkom Kenya,agent,evening,0,0,0,2024-06-09 11:38:53
5533,TX105533,user_8288,Buy Airtime,5205.6,Eldoret,iOS,Safaricom,individual,morning,0,0,0,2024-06-12 01:47:23
5534,TX105534,user_4203,Deposit Cash,3044.46,Meru,iOS,Airtel,individual,afternoon,0,0,1,2024-06-10 05:56:08
5535,TX105535,user_3244,Buy Airtime,6909.96,Garissa,iOS,Airtel,individual,afternoon,0,0,0,2024-06-12 13:57:29
5536,TX105536,user_1018,Lipa na M-Pesa,4428.22,Kisumu,Android,Telkom Kenya,individual,afternoon,0,0,0,2024-06-05 08:02:41
5537,TX105537,user_1641,Deposit Cash,1157.86,Thika,Feature Phone,Airtel,individual,afternoon,0,1,0,2024-06-08 03:03:38
5538,TX105538,user_4083,Lipa na M-Pesa,2990.12,Kisumu,Android,Airtel,individual,night,0,0,0,2024-06-04 16:03:09
5539,TX105539,user_6200,Buy Airtime,46.06,Meru,Android,Safaricom,individual,afternoon,0,0,0,2024-06-19 03:18:04
5540,TX105540,user_9521,Lipa na M-Pesa,2256.71,Kisumu,Android,Airtel,individual,afternoon,0,0,0,2024-06-19 04:03:12
5541,TX105541,user_1865,Withdraw Cash,314.79,Nyeri,Android,Safaricom,individual,morning,0,0,0,2024-06-28 07:10:10
5542,TX105542,user_1773,Pay Bill,1960.94,Thika,Feature Phone,Telkom Kenya,agent,evening,0,0,0,2024-06-27 23:27:46
5543,TX105543,user_5732,Deposit Cash,406.34,Machakos,Feature Phone,Airtel,individual,afternoon,0,0,0,2024-06-22 17:29:38
5544,TX105544,user_4518,Withdraw Cash,10891.34,Eldoret,iOS,Telkom Kenya,individual,evening,0,0,0,2024-06-29 08:28:57
5545,TX105545,user_7795,Lipa na M-Pesa,2591.33,Eldoret,Android,Airtel,individual,night,1,0,1,2024-06-14 10:32:06
5546,TX105546,user_7984,Lipa na M-Pesa,8555.25,Machakos,iOS,Telkom Kenya,agent,afternoon,0,0,0,2024-06-15 19:34:24
5547,TX105547,user_3567,Pay Bill,79.17,Garissa,Feature Phone,Telkom Kenya,individual,morning,0,0,0,2024-06-26 09:56:36
5548,TX105548,user_2674,Lipa na M-Pesa,3553.04,Nakuru,Feature Phone,Safaricom,individual,morning,0,0,0,2024-06-23 19:09:38
5549,TX105549,user_1739,Pay Bill,1283.31,Mombasa,iOS,Airtel,individual,evening,0,0,0,2024-06-08 14:04:26
5550,TX105550,user_2545,Deposit Cash,1978.66,Thika,Feature Phone,Telkom Kenya,individual,night,0,0,0,2024-06-10 22:11:25
5551,TX105551,user_6127,Buy Airtime,7224.9,Nairobi,Feature Phone,Safaricom,agent,night,0,0,0,2024-06-21 18:46:40
5552,TX105552,user_7947,Pay Bill,13695.77,Garissa,Android,Telkom Kenya,individual,afternoon,0,0,0,2024-06-10 00:43:14
5553,TX105553,user_7620,Pay Bill,990.55,Nyeri,Android,Telkom Kenya,individual,evening,0,0,0,2024-06-02 19:44:00
5554,TX105554,user_5555,Withdraw Cash,10364.88,Nakuru,Feature Phone,Telkom Kenya,individual,afternoon,0,0,0,2024-06-24 12:59:37
5555,TX105555,user_6645,Lipa na M-Pesa,4084.8,Nakuru,Feature Phone,Airtel,individual,night,0,0,0,2024-06-23 08:40:05
5556,TX105556,user_9943,Deposit Cash,10585.46,Garissa,iOS,Airtel,individual,afternoon,0,0,0,2024-06-18 11:35:50
5557,TX105557,user_8124,Buy Airtime,2892.31,Nakuru,iOS,Telkom Kenya,agent,afternoon,0,1,0,2024-06-27 22:17:33
5558,TX105558,user_4732,Send Money,11332.87,Meru,Feature Phone,Telkom Kenya,individual,afternoon,0,0,0,2024-06-05 23:15:19
5559,TX105559,user_3283,Pay Bill,7804.48,Eldoret,Android,Telkom Kenya,individual,afternoon,0,0,0,2024-06-02 10:25:50
5560,TX105560,user_9669,Send Money,481.76,Nairobi,Android,Airtel,individual,afternoon,0,0,1,2024-06-28 09:00:27
5561,TX105561,user_7998,Lipa na M-Pesa,1302.73,Thika,iOS,Telkom Kenya,individual,morning,0,0,0,2024-06-01 05:11:42
5562,TX105562,user_6413,Pay Bill,974.66,Nyeri,Android,Telkom Kenya,individual,morning,0,0,0,2024-06-09 14:14:54
5563,TX105563,user_2269,Send Money,2971.02,Eldoret,Android,Telkom Kenya,agent,afternoon,0,0,0,2024-06-06 04:31:29
5564,TX105564,user_8868,Withdraw Cash,5682.37,Meru,iOS,Telkom Kenya,individual,night,0,0,0,2024-06-28 16:06:00
5565,TX105565,user_3603,Send Money,4986.33,Eldoret,iOS,Airtel,individual,evening,0,0,1,2024-06-18 23:25:16
5566,TX105566,user_6961,Withdraw Cash,4540.78,Nakuru,Android,Safaricom,individual,evening,0,1,0,2024-06-26 17:53:47
5567,TX105567,user_9569,Buy Airtime,1646.5,Thika,iOS,Safaricom,individual,night,0,0,0,2024-06-06 23:52:43
5568,TX105568,user_8557,Lipa na M-Pesa,526.4,Kisumu,Feature Phone,Telkom Kenya,individual,morning,0,0,0,2024-06-09 08:50:33
5569,TX105569,user_2680,Deposit Cash,827.61,Nyeri,iOS,Safaricom,agent,evening,0,0,0,2024-06-23 05:08:37
5570,TX105570,user_9433,Send Money,4737.41,Nairobi,Feature Phone,Safaricom,individual,night,0,0,0,2024-06-07 18:16:36
5571,TX105571,user_6682,Pay Bill,558.68,Thika,Feature Phone,Airtel,individual,afternoon,0,0,0,2024-06-19 23:32:18
5572,TX105572,user_9084,Lipa na M-Pesa,882.86,Thika,Feature Phone,Telkom Kenya,individual,night,0,0,0,2024-06-23 01:30:53
5573,TX105573,user_6367,Send Money,1934.13,Machakos,iOS,Airtel,individual,afternoon,0,0,0,2024-06-08 21:21:28
5574,TX105574,user_1069,Pay Bill,261.96,Nakuru,iOS,Safaricom,individual,afternoon,0,1,0,2024-06-29 20:40:38
5575,TX105575,user_4924,Pay Bill,836.98,Nyeri,iOS,Safaricom,individual,afternoon,0,0,0,2024-06-10 01:59:37
5576,TX105576,user_7200,Deposit Cash,567.86,Nyeri,Feature Phone,Telkom Kenya,individual,afternoon,0,0,0,2024-06-28 07:44:18
5577,TX105577,user_3007,Deposit Cash,10578.83,Mombasa,iOS,Telkom Kenya,individual,night,0,0,0,2024-06-14 03:24:59
5578,TX105578,user_9992,Pay Bill,744.12,Nakuru,Android,Airtel,individual,evening,0,0,0,2024-06-25 11:07:57
5579,TX105579,user_9119,Deposit Cash,6925.92,Garissa,Android,Telkom Kenya,individual,evening,1,0,0,2024-06-04 18:49:43
5580,TX105580,user_3779,Pay Bill,426.79,Mombasa,iOS,Safaricom,individual,afternoon,0,0,0,2024-06-28 06:42:56
5581,TX105581,user_5920,Send Money,7131.98,Garissa,Feature Phone,Airtel,individual,afternoon,0,0,0,2024-06-17 23:21:08
5582,TX105582,user_1755,Buy Airtime,3202.07,Nyeri,iOS,Airtel,agent,evening,0,0,1,2024-06-11 22:33:14
5583,TX105583,user_7495,Deposit Cash,6633.06,Machakos,Android,Telkom Kenya,individual,night,0,0,0,2024-06-13 18:29:52
5584,TX105584,user_6935,Withdraw Cash,7070.11,Meru,Feature Phone,Telkom Kenya,individual,evening,0,0,0,2024-06-01 15:44:49
5585,TX105585,user_3330,Withdraw Cash,3175.43,Nyeri,iOS,Safaricom,individual,afternoon,0,0,0,2024-06-06 21:23:37
5586,TX105586,user_6705,Withdraw Cash,8740.6,Eldoret,iOS,Airtel,individual,evening,0,0,0,2024-06-02 10:54:03
5587,TX105587,user_9301,Buy Airtime,3081.95,Machakos,Feature Phone,Airtel,agent,afternoon,0,0,1,2024-06-22 00:36:14
5588,TX105588,user_2016,Pay Bill,4363.66,Nyeri,Feature Phone,Airtel,individual,night,0,0,0,2024-06-07 14:09:39
5589,TX105589,user_8347,Pay Bill,1882.97,Meru,Android,Airtel,individual,morning,0,0,0,2024-06-23 23:42:33
5590,TX105590,user_9216,Lipa na M-Pesa,8589.68,Mombasa,iOS,Safaricom,individual,afternoon,0,0,0,2024-06-17 12:42:02
5591,TX105591,user_5938,Withdraw Cash,6083.68,Meru,Android,Safaricom,individual,evening,1,0,0,2024-06-12 17:02:27
5592,TX105592,user_3838,Withdraw Cash,638.32,Kisumu,Android,Safaricom,individual,morning,0,0,0,2024-06-26 14:34:41
5593,TX105593,user_1737,Pay Bill,3006.28,Nairobi,Feature Phone,Telkom Kenya,individual,evening,0,0,0,2024-06-11 03:31:19
5594,TX105594,user_7200,Withdraw Cash,7949.73,Nairobi,iOS,Safaricom,individual,evening,0,0,0,2024-06-13 01:17:45
5595,TX105595,user_9371,Pay Bill,5513.72,Meru,Android,Safaricom,individual,evening,0,0,0,2024-06-05 13:45:47
5596,TX105596,user_1231,Pay Bill,11496.88,Thika,Android,Safaricom,individual,morning,0,0,0,2024-06-11 09:04:23
5597,TX105597,user_2917,Deposit Cash,920.7,Nairobi,Feature Phone,Safaricom,individual,afternoon,0,0,0,2024-06-18 11:58:05
5598,TX105598,user_9534,Pay Bill,1603.04,Nakuru,iOS,Telkom Kenya,individual,morning,0,0,0,2024-06-10 07:07:07
5599,TX105599,user_6918,Send Money,2476.72,Thika,iOS,Airtel,individual,morning,0,0,0,2024-06-11 18:47:33
5600,TX105600,user_3623,Send Money,926.93,Nyeri,Android,Airtel,individual,morning,0,0,1,2024-06-08 03:43:40
5601,TX105601,user_9646,Send Money,1753.32,Thika,Feature Phone,Telkom Kenya,individual,night,0,0,0,2024-06-25 23:20:31
5602,TX105602,user_7401,Send Money,2699.18,Eldoret,iOS,Safaricom,agent,night,0,0,0,2024-06-29 16:46:20
5603,TX105603,user_8072,Buy Airtime,743.32,Nairobi,iOS,Airtel,agent,morning,0,0,0,2024-06-14 05:22:03
5604,TX105604,user_3276,Lipa na M-Pesa,1038.24,Thika,Android,Airtel,agent,morning,0,0,0,2024-06-19 18:08:40
5605,TX105605,user_8393,Lipa na M-Pesa,466.73,Garissa,iOS,Airtel,individual,afternoon,0,0,0,2024-06-10 11:18:05
5606,TX105606,user_9787,Pay Bill,4373.61,Nakuru,iOS,Airtel,individual,night,0,0,0,2024-06-03 12:25:57
5607,TX105607,user_4874,Withdraw Cash,1570.5,Thika,iOS,Safaricom,individual,afternoon,0,0,0,2024-06-03 07:02:45
5608,TX105608,user_5530,Send Money,870.81,Meru,iOS,Airtel,individual,evening,0,0,0,2024-06-20 09:23:52
5609,TX105609,user_8164,Lipa na M-Pesa,2477.66,Machakos,Android,Telkom Kenya,agent,evening,0,0,0,2024-06-08 09:20:11
5610,TX105610,user_5497,Lipa na M-Pesa,247.41,Nairobi,iOS,Telkom Kenya,individual,evening,0,0,0,2024-06-11 22:00:52
5611,TX105611,user_8933,Send Money,8992.36,Machakos,iOS,Airtel,individual,night,0,0,0,2024-06-28 16:07:17
5612,TX105612,user_3135,Buy Airtime,1220.81,Mombasa,Feature Phone,Safaricom,individual,evening,0,0,0,2024-06-19 17:03:19
5613,TX105613,user_7727,Buy Airtime,7614.73,Mombasa,Android,Airtel,individual,night,0,0,0,2024-06-06 03:22:33
5614,TX105614,user_2565,Lipa na M-Pesa,2409.4,Machakos,iOS,Airtel,individual,night,0,0,0,2024-06-27 02:08:04
5615,TX105615,user_1308,Buy Airtime,6643.43,Mombasa,Feature Phone,Airtel,individual,afternoon,1,0,0,2024-06-25 23:55:26
5616,TX105616,user_9534,Deposit Cash,993.21,Machakos,Android,Telkom Kenya,individual,evening,0,0,0,2024-06-26 19:34:10
5617,TX105617,user_9627,Send Money,674.45,Nakuru,iOS,Telkom Kenya,individual,afternoon,0,0,0,2024-06-02 23:04:32
5618,TX105618,user_9368,Lipa na M-Pesa,6626.22,Nyeri,Feature Phone,Safaricom,individual,evening,0,0,0,2024-06-14 12:40:09
5619,TX105619,user_1138,Send Money,838.01,Nyeri,Android,Airtel,individual,morning,0,0,1,2024-06-02 00:41:07
5620,TX105620,user_1193,Buy Airtime,4799.17,Machakos,iOS,Airtel,individual,afternoon,0,0,0,2024-06-13 02:37:14
5621,TX105621,user_4257,Send Money,1478.7,Nyeri,Feature Phone,Airtel,individual,night,0,1,0,2024-06-03 15:49:43
5622,TX105622,user_4235,Buy Airtime,4826.83,Garissa,Android,Airtel,individual,afternoon,0,0,0,2024-06-04 06:18:38
5623,TX105623,user_1942,Buy Airtime,8337.45,Machakos,Feature Phone,Telkom Kenya,individual,evening,0,0,0,2024-06-23 18:38:50
5624,TX105624,user_5620,Send Money,13991.23,Thika,Feature Phone,Safaricom,individual,night,0,0,0,2024-06-24 22:44:40
5625,TX105625,user_6720,Buy Airtime,1560.96,Nyeri,iOS,Telkom Kenya,individual,night,0,0,0,2024-06-21 08:26:31
5626,TX105626,user_7353,Deposit Cash,1603.41,Mombasa,Feature Phone,Airtel,individual,night,0,1,0,2024-06-10 00:59:12
5627,TX105627,user_5957,Pay Bill,13943.77,Kisumu,iOS,Telkom Kenya,individual,evening,0,0,0,2024-06-18 14:00:19
5628,TX105628,user_4381,Send Money,6919.81,Mombasa,iOS,Safaricom,individual,morning,0,0,0,2024-06-20 15:29:54
5629,TX105629,user_6839,Pay Bill,161.49,Thika,Feature Phone,Airtel,agent,morning,0,0,0,2024-06-28 13:29:30
5630,TX105630,user_3880,Send Money,2982.09,Kisumu,Feature Phone,Airtel,individual,afternoon,0,0,1,2024-06-05 02:13:00
5631,TX105631,user_5887,Buy Airtime,699.9,Nairobi,Feature Phone,Telkom Kenya,individual,night,0,0,0,2024-06-12 10:11:47
5632,TX105632,user_1545,Buy Airtime,17913.31,Eldoret,Feature Phone,Telkom Kenya,agent,evening,0,0,1,2024-06-05 13:31:04
5633,TX105633,user_2927,Lipa na M-Pesa,523.5,Nakuru,Android,Telkom Kenya,individual,afternoon,0,0,0,2024-06-29 07:59:46
5634,TX105634,user_5152,Deposit Cash,2868.25,Eldoret,iOS,Safaricom,individual,evening,0,0,0,2024-06-26 18:05:34
5635,TX105635,user_1004,Lipa na M-Pesa,3829.76,Thika,Feature Phone,Safaricom,individual,afternoon,0,0,0,2024-06-14 16:42:36
5636,TX105636,user_6533,Pay Bill,9679.77,Kisumu,Android,Safaricom,individual,afternoon,0,0,0,2024-06-27 05:32:57
5637,TX105637,user_6378,Buy Airtime,6576.52,Meru,Feature Phone,Airtel,agent,evening,0,0,0,2024-06-26 20:53:12
5638,TX105638,user_7233,Lipa na M-Pesa,987.13,Thika,Android,Airtel,individual,evening,0,0,0,2024-06-14 19:52:34
5639,TX105639,user_3663,Buy Airtime,2975.32,Meru,iOS,Telkom Kenya,individual,morning,0,0,0,2024-06-14 12:40:35
5640,TX105640,user_4326,Send Money,10744.63,Nairobi,Feature Phone,Airtel,individual,evening,0,0,0,2024-06-03 16:28:07
5641,TX105641,user_4659,Lipa na M-Pesa,4657.57,Thika,Android,Safaricom,individual,afternoon,0,0,0,2024-06-13 19:35:40
5642,TX105642,user_2131,Pay Bill,4080.41,Machakos,Android,Airtel,individual,night,0,0,0,2024-06-08 06:17:32
5643,TX105643,user_5763,Lipa na M-Pesa,4921.33,Meru,iOS,Telkom Kenya,individual,evening,0,0,0,2024-06-09 08:57:51
5644,TX105644,user_7737,Buy Airtime,1362.74,Machakos,Feature Phone,Telkom Kenya,individual,evening,0,0,0,2024-06-04 10:03:39
5645,TX105645,user_6092,Withdraw Cash,4572.99,Nairobi,Feature Phone,Telkom Kenya,individual,night,0,0,0,2024-06-29 15:41:12
5646,TX105646,user_7022,Withdraw Cash,927.78,Garissa,iOS,Telkom Kenya,individual,morning,0,0,0,2024-06-05 18:58:44
5647,TX105647,user_4159,Deposit Cash,1955.79,Meru,iOS,Airtel,individual,night,0,0,0,2024-06-12 13:56:34
5648,TX105648,user_7159,Buy Airtime,7723.2,Meru,iOS,Telkom Kenya,individual,night,0,0,0,2024-06-18 10:49:31
5649,TX105649,user_8318,Send Money,67.04,Eldoret,Android,Airtel,individual,evening,0,0,0,2024-06-25 10:26:06
5650,TX105650,user_9445,Lipa na M-Pesa,1872.43,Thika,Android,Telkom Kenya,individual,morning,1,0,0,2024-06-13 08:04:16
5651,TX105651,user_6307,Withdraw Cash,1086.28,Thika,iOS,Telkom Kenya,individual,morning,0,0,0,2024-06-13 05:27:46
5652,TX105652,user_9520,Send Money,774.84,Nakuru,Feature Phone,Airtel,individual,night,0,0,0,2024-06-05 16:02:43
5653,TX105653,user_4044,Buy Airtime,6383.01,Meru,Android,Safaricom,agent,afternoon,0,0,0,2024-06-28 22:50:11
5654,TX105654,user_6636,Send Money,4173.29,Nyeri,iOS,Safaricom,individual,afternoon,0,0,0,2024-06-18 06:03:39
5655,TX105655,user_3892,Buy Airtime,418.24,Meru,Android,Safaricom,individual,afternoon,0,0,0,2024-06-10 12:11:25
5656,TX105656,user_6288,Deposit Cash,2387.47,Machakos,Android,Safaricom,agent,evening,0,0,0,2024-06-17 13:41:22
5657,TX105657,user_6812,Lipa na M-Pesa,2201.7,Thika,iOS,Telkom Kenya,individual,evening,0,1,0,2024-06-25 01:35:13
5658,TX105658,user_1654,Send Money,538.18,Eldoret,Feature Phone,Airtel,individual,afternoon,0,0,0,2024-06-05 11:47:19
5659,TX105659,user_6481,Lipa na M-Pesa,5628.88,Eldoret,Feature Phone,Safaricom,individual,night,0,0,0,2024-06-29 04:30:05
5660,TX105660,user_1759,Send Money,1598.69,Nyeri,Android,Telkom Kenya,individual,evening,0,0,0,2024-06-26 03:46:35
5661,TX105661,user_7782,Buy Airtime,5023.28,Eldoret,Feature Phone,Airtel,individual,morning,0,0,0,2024-06-20 16:10:54
5662,TX105662,user_2798,Buy Airtime,746.45,Garissa,Feature Phone,Telkom Kenya,individual,night,0,0,1,2024-06-05 09:03:09
5663,TX105663,user_6159,Send Money,1324.55,Thika,iOS,Safaricom,individual,afternoon,0,0,0,2024-06-20 13:20:51
5664,TX105664,user_9446,Deposit Cash,350.03,Mombasa,iOS,Airtel,individual,evening,0,0,0,2024-06-13 08:58:53
5665,TX105665,user_6262,Buy Airtime,542.07,Nakuru,iOS,Airtel,agent,evening,0,0,0,2024-06-27 08:45:22
5666,TX105666,user_4823,Pay Bill,7515.03,Kisumu,Feature Phone,Telkom Kenya,individual,morning,0,0,0,2024-06-18 20:23:00
5667,TX105667,user_2876,Pay Bill,404.38,Nyeri,Feature Phone,Telkom Kenya,individual,afternoon,0,0,0,2024-06-01 12:41:17
5668,TX105668,user_7154,Lipa na M-Pesa,352.2,Meru,iOS,Airtel,individual,afternoon,0,0,1,2024-06-13 21:14:01
5669,TX105669,user_8787,Pay Bill,9869.02,Nairobi,Feature Phone,Safaricom,individual,evening,1,0,0,2024-06-25 14:24:29
5670,TX105670,user_5516,Pay Bill,3633.65,Meru,iOS,Safaricom,individual,afternoon,0,0,0,2024-06-10 10:43:08
5671,TX105671,user_4734,Deposit Cash,372.33,Eldoret,Android,Airtel,agent,morning,0,0,0,2024-06-11 20:06:01
5672,TX105672,user_6972,Deposit Cash,12479.2,Eldoret,Android,Airtel,agent,night,0,0,0,2024-06-13 07:07:21
5673,TX105673,user_7639,Withdraw Cash,556.9,Nyeri,Feature Phone,Safaricom,individual,afternoon,0,0,1,2024-06-10 05:26:07
5674,TX105674,user_6356,Withdraw Cash,5088.69,Nairobi,Feature Phone,Safaricom,individual,morning,0,0,0,2024-06-06 20:51:32
5675,TX105675,user_7380,Deposit Cash,124.16,Mombasa,Feature Phone,Telkom Kenya,individual,evening,0,0,0,2024-06-21 04:47:53
5676,TX105676,user_2008,Withdraw Cash,3428.63,Nairobi,Feature Phone,Telkom Kenya,individual,night,0,0,0,2024-06-22 00:31:34
5677,TX105677,user_5314,Deposit Cash,2769.23,Nairobi,Android,Safaricom,individual,morning,0,0,0,2024-06-20 07:26:54
5678,TX105678,user_3508,Withdraw Cash,816.2,Nairobi,iOS,Airtel,individual,night,0,0,0,2024-06-20 20:44:57
5679,TX105679,user_5758,Buy Airtime,3606.5,Kisumu,Android,Airtel,individual,night,0,0,0,2024-06-18 20:26:37
5680,TX105680,user_3682,Deposit Cash,3359.51,Eldoret,iOS,Telkom Kenya,individual,evening,0,0,1,2024-06-01 08:40:13
5681,TX105681,user_8311,Lipa na M-Pesa,5604.31,Meru,Feature Phone,Airtel,individual,evening,0,0,0,2024-06-18 05:39:06
5682,TX105682,user_1989,Lipa na M-Pesa,7302.61,Mombasa,iOS,Airtel,agent,morning,0,0,0,2024-06-17 07:43:52
5683,TX105683,user_9446,Deposit Cash,2497.47,Nairobi,iOS,Airtel,individual,morning,1,0,0,2024-06-15 02:04:30
5684,TX105684,user_5711,Pay Bill,2358.73,Nakuru,iOS,Airtel,individual,morning,0,0,0,2024-06-12 00:49:08
5685,TX105685,user_7479,Lipa na M-Pesa,3401.27,Thika,iOS,Telkom Kenya,individual,night,0,1,1,2024-06-01 12:44:59
5686,TX105686,user_7964,Pay Bill,4572.41,Mombasa,Android,Airtel,individual,evening,0,0,0,2024-06-17 01:54:47
5687,TX105687,user_9075,Lipa na M-Pesa,1541.13,Kisumu,Feature Phone,Safaricom,individual,night,0,0,0,2024-06-14 09:29:35
5688,TX105688,user_5452,Send Money,2458.66,Meru,Feature Phone,Telkom Kenya,individual,afternoon,0,0,0,2024-06-02 10:36:56
5689,TX105689,user_9447,Send Money,3079.05,Kisumu,iOS,Airtel,individual,evening,0,0,0,2024-06-20 02:22:12
5690,TX105690,user_2007,Deposit Cash,15592.02,Mombasa,Feature Phone,Airtel,individual,morning,0,0,0,2024-06-17 12:11:35
5691,TX105691,user_7496,Lipa na M-Pesa,3101.12,Eldoret,Android,Airtel,individual,night,0,0,0,2024-06-14 05:23:42
5692,TX105692,user_8688,Buy Airtime,888.45,Nakuru,iOS,Telkom Kenya,individual,evening,0,0,0,2024-06-15 23:18:54
5693,TX105693,user_4908,Pay Bill,3103.48,Machakos,Feature Phone,Airtel,agent,morning,0,0,0,2024-06-01 18:55:34
5694,TX105694,user_3803,Lipa na M-Pesa,5992.08,Thika,Feature Phone,Telkom Kenya,individual,morning,0,0,0,2024-06-16 18:07:26
5695,TX105695,user_5379,Deposit Cash,6817.08,Nyeri,iOS,Safaricom,individual,afternoon,0,0,0,2024-06-15 07:04:57
5696,TX105696,user_1098,Pay Bill,5637.42,Kisumu,Android,Airtel,individual,evening,0,0,0,2024-06-02 21:04:04
5697,TX105697,user_9388,Withdraw Cash,7668.95,Meru,iOS,Telkom Kenya,individual,morning,0,0,0,2024-06-15 13:23:00
5698,TX105698,user_1877,Deposit Cash,1426.66,Nyeri,iOS,Safaricom,individual,night,0,0,0,2024-06-28 20:29:28
5699,TX105699,user_2868,Lipa na M-Pesa,2479.41,Eldoret,Feature Phone,Telkom Kenya,individual,evening,0,0,0,2024-06-19 05:28:46
5700,TX105700,user_3665,Buy Airtime,5292.95,Machakos,Feature Phone,Airtel,individual,afternoon,0,0,0,2024-06-19 04:10:59
5701,TX105701,user_2388,Withdraw Cash,1074.98,Meru,iOS,Telkom Kenya,individual,morning,0,0,0,2024-06-02 03:52:37
5702,TX105702,user_3415,Deposit Cash,1625.92,Garissa,iOS,Airtel,individual,morning,0,0,0,2024-06-07 00:30:42
5703,TX105703,user_9761,Lipa na M-Pesa,6225.72,Garissa,Feature Phone,Telkom Kenya,individual,evening,0,0,0,2024-06-10 05:53:28
5704,TX105704,user_3637,Send Money,5145.17,Nyeri,iOS,Safaricom,individual,evening,0,0,0,2024-06-12 00:34:43
5705,TX105705,user_8242,Lipa na M-Pesa,12415.78,Meru,Android,Airtel,agent,evening,0,0,0,2024-06-14 06:47:14
5706,TX105706,user_9613,Send Money,19302.49,Mombasa,iOS,Safaricom,individual,afternoon,0,0,0,2024-06-01 23:04:15
5707,TX105707,user_3883,Send Money,963.96,Nakuru,Android,Airtel,individual,night,0,0,0,2024-06-11 19:53:08
5708,TX105708,user_2204,Deposit Cash,8074.83,Kisumu,iOS,Telkom Kenya,individual,afternoon,0,0,0,2024-06-07 19:01:31
5709,TX105709,user_1544,Lipa na M-Pesa,347.5,Garissa,iOS,Safaricom,individual,morning,0,0,0,2024-06-26 09:17:07
5710,TX105710,user_2223,Lipa na M-Pesa,4330.15,Kisumu,iOS,Airtel,individual,evening,0,0,0,2024-06-04 18:48:41
5711,TX105711,user_4172,Send Money,870.06,Nakuru,Feature Phone,Safaricom,agent,night,0,0,0,2024-06-21 00:56:14
5712,TX105712,user_9959,Pay Bill,1249.92,Nakuru,Feature Phone,Safaricom,individual,afternoon,0,0,0,2024-06-17 00:59:38
5713,TX105713,user_7450,Withdraw Cash,10236.58,Mombasa,Feature Phone,Airtel,agent,evening,0,0,0,2024-06-16 20:46:56
5714,TX105714,user_7520,Buy Airtime,1068.8,Nairobi,Feature Phone,Telkom Kenya,individual,evening,0,0,0,2024-06-27 10:27:30
5715,TX105715,user_1654,Lipa na M-Pesa,3914.19,Thika,Feature Phone,Safaricom,individual,afternoon,0,0,0,2024-06-05 13:12:04
5716,TX105716,user_7821,Withdraw Cash,686.6,Nairobi,Feature Phone,Airtel,agent,night,0,0,0,2024-06-07 19:12:33
5717,TX105717,user_3446,Withdraw Cash,343.15,Nyeri,iOS,Safaricom,individual,evening,0,0,0,2024-06-24 19:03:36
5718,TX105718,user_6892,Pay Bill,1450.68,Meru,Android,Safaricom,individual,morning,0,0,0,2024-06-18 07:53:01
5719,TX105719,user_9412,Withdraw Cash,3425.41,Nakuru,Feature Phone,Telkom Kenya,agent,morning,0,1,0,2024-06-10 18:49:42
5720,TX105720,user_4666,Lipa na M-Pesa,997.31,Nairobi,Feature Phone,Airtel,individual,evening,0,0,0,2024-06-28 23:16:58
5721,TX105721,user_5277,Deposit Cash,1249.21,Machakos,iOS,Airtel,individual,afternoon,0,0,0,2024-06-19 13:57:28
5722,TX105722,user_5402,Deposit Cash,4317.26,Nairobi,Feature Phone,Safaricom,individual,night,0,0,0,2024-06-13 16:27:37
5723,TX105723,user_3569,Withdraw Cash,379.65,Eldoret,iOS,Telkom Kenya,individual,evening,0,0,0,2024-06-26 19:31:35
5724,TX105724,user_6515,Lipa na M-Pesa,2072.79,Garissa,Feature Phone,Telkom Kenya,individual,morning,0,0,0,2024-06-25 01:13:23
5725,TX105725,user_4985,Lipa na M-Pesa,9949.61,Eldoret,Android,Telkom Kenya,agent,night,0,0,1,2024-06-18 17:41:07
5726,TX105726,user_9167,Send Money,1770.27,Nakuru,Feature Phone,Airtel,individual,night,0,0,0,2024-06-25 10:46:47
5727,TX105727,user_8448,Pay Bill,1993.31,Garissa,Feature Phone,Airtel,agent,evening,0,0,1,2024-06-14 11:28:42
5728,TX105728,user_5310,Buy Airtime,4690.67,Eldoret,iOS,Safaricom,agent,afternoon,0,1,0,2024-06-26 17:07:51
5729,TX105729,user_4019,Send Money,5283.76,Nakuru,Feature Phone,Telkom Kenya,individual,afternoon,0,0,0,2024-06-08 20:57:51
